dim1;dim2;people;pose;class
-0.3882062192996933;-0.6465094099566953;10;4;10
-0.4388615644223401;-0.559890585453632;10;5;10
-0.42216094631742584;-0.6656534318861655;10;6;10
-0.4660153665048605;-0.5781315313582992;10;7;10
-0.46183923923260656;-0.46633842476211157;10;8;10
-0.40837166342585246;-0.41578313261457284;10;9;10
-0.4505891046008327;-0.3856591099677976;10;10;10
-0.6116640770811689;3.4640627466367273;11;1;11
-0.588227679629494;2.543532268634598;11;2;11
-0.5879120407368432;2.5158327974579544;11;3;11
-0.5758654658524174;2.0613959223580522;11;4;11
-0.6014108267078063;1.648167553150461;11;5;11
-0.5973220964150452;2.6956838831909744;11;6;11
-0.5998215412476952;2.6442625324012687;11;7;11
-0.6024109029572587;2.437177058499832;11;8;11
-0.5618683404956853;1.377172471996738;11;9;11
-0.5965067294904384;2.7134662218881216;11;10;11
-0.4585094123409713;-0.513688070154354;12;1;12
-0.3880392464818667;-0.5547610693477801;12;2;12
-0.2903508980863747;-0.45266196836596223;12;3;12
-0.4762013567861187;-0.4522905026721807;12;4;12
-0.47776408698682804;-0.5752151994281103;12;5;12
-0.434051680168832;-0.476116158599016;12;6;12
-0.4336572491948001;-0.5224414326133322;12;7;12
-0.48042492844857815;-0.5439842041196007;12;8;12
-0.4727259946311862;-0.5529610741284554;12;9;12
-0.46190376148226747;-0.523245805252827;12;10;12
-0.40192963733671727;-0.28636855160042246;13;1;13
-0.48334224859320585;-0.19343838631337484;13;2;13
-0.4101972981821345;-0.2948017024371379;13;3;13
-0.31460583170883516;-0.34494248596794774;13;4;13
-0.3743289503138485;-0.3532643111159126;13;5;13
-0.4664391880288029;-0.3743645476230417;13;6;13
0.2376672741305153;-0.2604440031242208;13;7;13
-0.09911861849176438;-0.38667522776548036;13;8;13
-0.41534587159433917;-0.5186874235792633;13;9;13
-0.2947488045218466;-0.3416782662163009;13;10;13
-0.42523581291158435;-0.3632096817694903;14;1;14
-0.4449554871000899;-0.3637073121151101;14;2;14
-0.45034347127556473;-0.41569215533650394;14;3;14
-0.4032345635937238;-0.37297667286899183;14;4;14
-0.42424636459572573;-0.3735888494301632;14;5;14
-0.44974226329945066;-0.40082172416965134;14;6;14
-0.43003481427010115;-0.32531615879931225;14;7;14
-0.4320843273146774;-0.3972848716324432;14;8;14
-0.4587581580495593;-0.3974531602942021;14;9;14
-0.4367312508803525;-0.4115756651970355;14;10;14
-0.5520113592297025;0.7985367482782588;15;1;15
-0.38615964658017227;-0.1318761651998824;15;2;15
-0.5183088091480111;0.6675505737637443;15;3;15
-0.5065782717406926;0.6332059368273395;15;4;15
-0.3973410552256007;-0.1376587429550999;15;5;15
-0.5576485344475367;0.8790843811468618;15;6;15
-0.4185064373332073;0.0011328467276421755;15;7;15
-0.523658021670353;0.2716251935512486;15;8;15
-0.41509360265650097;-0.07694868960412306;15;9;15
-0.33672702481268363;-0.3097222952580615;15;10;15
0.0015882916806518078;-0.15725266836145507;16;1;16
-0.37278411145337775;-0.26757723523266;16;2;16
-0.4028266572876098;-0.30326794814873553;16;3;16
-0.48231210323621876;0.21205677501464573;16;4;16
-0.49167483538441736;0.35186176285307025;16;5;16
-0.15271562809171343;-0.02592557653640651;16;6;16
-0.3827135745932931;-0.4676770662451253;16;7;16
-0.32588202093381763;-0.22728596726566935;16;8;16
-0.33964507880092226;-0.23647061439406847;16;9;16
-0.4060052966502892;-0.2895187641304091;16;10;16
-0.3816146123563947;-0.4669901093687874;17;1;17
-0.3820418037195905;-0.45836247562082133;17;2;17
-0.4869581394009293;-0.4258240310967223;17;3;17
-0.49328934588103435;-0.4476625000604739;17;4;17
-0.38861491688878924;-0.44418241868502784;17;5;17
-0.35778491632866205;-0.39563775629779335;17;6;17
-0.3734427046702441;-0.3963061840064587;17;7;17
-0.4349212941436813;-0.4188640130007801;17;8;17
-0.39784095462121893;-0.4278180934102306;17;9;17
-0.1810434765672017;-0.3370367883608756;17;10;17
-0.5622081561933702;-0.4838098658537909;18;1;18
-0.49446744612312565;-0.5278962799048198;18;2;18
-0.48040926338113216;-0.4972545347439302;18;3;18
-0.45891218085801405;-0.4861445943067254;18;4;18
-0.4558815868826532;-0.4915717317080661;18;5;18
-0.5086926293524925;-0.4525843277330524;18;6;18
-0.5359763811149411;-0.45218553431519953;18;7;18
-0.47694302324739324;-0.5015646008945436;18;8;18
-0.5253198972387798;-0.481683922679071;18;9;18
-0.48980363900438756;-0.4563129358699724;18;10;18
-0.4474729425972018;2.710810077534323;19;1;19
-0.44956309602412703;2.9611791405434857;19;2;19
-0.49512405040002433;3.9458967198835464;19;3;19
-0.6093495365440639;4.930204886783241;19;4;19
-0.6103127123770359;5.158523522042548;19;5;19
-0.48872304758188073;3.061973848852449;19;6;19
-0.6249792982515754;5.347458787073419;19;7;19
-0.6494229040210676;6.225245651218355;19;8;19
-0.6490943737373287;5.908995361886246;19;9;19
-0.5267585468211522;4.155465440618376;19;10;19
-0.25007608376418533;-0.594387065814339;20;1;20
-0.23615261702375745;-0.6228482368961853;20;2;20
-0.2677432282817696;-0.47928079579693117;20;3;20
0.08065568501767731;-0.4746786393226192;20;4;20
-0.15645429491101812;-0.4490049181245204;20;5;20
0.21630943048725623;-0.35023229885981666;20;6;20
-0.09731259651332114;-0.49968845652884997;20;7;20
-0.10189413716559209;-0.5265075541188889;20;8;20
-0.15682218168283577;-0.48244374689223646;20;9;20
-0.2815524978702292;-0.5452750537949412;20;10;20
0.2933327899421705;-0.5628706778697133;21;1;21
0.6540300837668875;-0.3764191477418777;21;2;21
1.076130404477873;-0.2246115666079682;21;3;21
-0.04600279125757139;-0.5339484792957148;21;4;21
-0.13144934387583734;-0.6113128374117897;21;5;21
-0.21057814714644585;-0.5500578433771076;21;6;21
0.22165055099213807;-0.3652289987594337;21;7;21
0.4120924555108238;-0.3045978327757653;21;8;21
-0.04131965284858118;-0.46986706903740205;21;9;21
0.38363178788478947;-0.3318546396671338;21;10;21
3.420548807071402;0.4189445215603405;22;1;22
3.3919230401790372;0.4161024746097377;22;2;22
3.510861268708993;0.4403406889498302;22;3;22
3.306987826955638;0.37938020666636907;22;4;22
3.6492807346217164;0.4869868280471981;22;5;22
3.0289823853346025;0.308092913513417;22;6;22
3.5973965453118395;0.4651598547089811;22;7;22
3.6646886304012423;0.4850847864813749;22;8;22
3.54807177830791;0.45172170336734274;22;9;22
3.6081234292351723;0.47517388605653255;22;10;22
-0.5175626652751353;-0.44082094817119;23;1;23
-0.6057128339755505;-0.4578950064993995;23;2;23
-0.48435731396444864;-0.5912790826527652;23;3;23
-0.5240882257555861;-0.353737220180648;23;4;23
-0.5174720820526529;-0.5542902431398673;23;5;23
-0.48898388917117847;-0.4146273030506331;23;6;23
-0.49166686755801303;-0.5780523165815492;23;7;23
-0.5844934226662789;-0.4866046850307484;23;8;23
-0.513882983997557;-0.3785619973990486;23;9;23
-0.4416823522165454;-0.4334633323305679;23;10;23
-0.21835873688134377;-0.05082784752243946;24;1;24
-0.18954623202970045;-0.046326770291936874;24;2;24
0.4157105515182552;-0.032739996710145804;24;3;24
0.4136672939130906;0.011653910290029393;24;4;24
-0.3007520950385185;-0.27221559052015665;24;5;24
-0.04181365736891475;0.018254956684311107;24;6;24
-0.14260801113325794;0.001370390055258164;24;7;24
-0.1928991965507187;0.14829826275028826;24;8;24
0.48535068405603465;0.050820873574496904;24;9;24
0.5334748981914159;0.05775202166257019;24;10;24
-0.5903809751133526;-0.39689217741478844;25;1;25
-0.5059375984705111;-0.33401812218631316;25;2;25
-0.5791852014086535;-0.3759867773146818;25;3;25
-0.5652636786209249;-0.06948009185904087;25;4;25
-0.5135803889532922;-0.26947847937505465;25;5;25
-0.5747002098885546;-0.27273648358826746;25;6;25
-0.5531268979612504;-0.41839778631430447;25;7;25
-0.48099242270760945;-0.32529488331471634;25;8;25
-0.5567788838932113;-0.30444983197553477;25;9;25
-0.6132176842015762;-0.36605368195188337;25;10;25
-0.4165463915014567;-0.3975920867432893;26;1;26
-0.4511992479683464;-0.4016684480155858;26;2;26
-0.4313429947269479;-0.4237866584258019;26;3;26
-0.44738916304389964;-0.3681120193530321;26;4;26
-0.453432174321323;-0.3696689386109587;26;5;26
-0.3022711842992994;-0.3955929315620208;26;6;26
-0.516825116818642;-0.42265992216650683;26;7;26
-0.453481135412208;-0.38619389196598786;26;8;26
-0.43406737641519355;-0.4595884058150595;26;9;26
-0.5034100736047857;-0.37198358272225596;26;10;26
-0.46826207972380324;-0.25588838222305843;27;1;27
-0.48342251083169463;-0.20734260571579005;27;2;27
-0.4717916772272377;-0.1904455415605643;27;3;27
-0.472185564002373;-0.15731463301182852;27;4;27
-0.48546999334369373;-0.15017798691694656;27;5;27
-0.46711289550462953;0.07171381654191329;27;6;27
-0.467887372634492;-0.2336871566565184;27;7;27
-0.4667019513233373;-0.20819289441184732;27;8;27
-0.47193383111828;-0.14525413495777986;27;9;27
-0.4557366411169088;-0.18598932865461382;27;10;27
-0.4613003702720681;0.5718286003500441;28;1;28
-0.44781515742165656;0.6504566785217076;28;2;28
-0.46941783185213093;0.48747551099444264;28;3;28
-0.4953160637843032;0.774953086109325;28;4;28
-0.46791446556582506;1.2168004099425138;28;5;28
-0.46496348210465116;0.565689592873546;28;6;28
-0.4643822676692997;0.8974531338866625;28;7;28
-0.45687744891934434;0.21238563368199348;28;8;28
-0.44743393590124136;0.45419897846879653;28;9;28
-0.46428236818747776;0.4073382088644716;28;10;28
2.3119650779641145;0.12238268809367303;29;1;29
2.6351916590270363;0.1866942147666249;29;2;29
2.242905021325284;0.14581897655824366;29;3;29
1.556665999560789;-0.05675135562436228;29;4;29
1.4853264904513561;-0.008697762968264773;29;5;29
1.1825686409306175;-0.09616333050474275;29;6;29
1.2528741477042529;-0.1172321051858673;29;7;29
1.2538826487400838;-0.025151557638292833;29;8;29
1.988343845729226;0.042575681656541534;29;9;29
2.453046669526823;0.15501745861754443;29;10;29
-0.19423168591761286;-0.8315732051514133;30;1;30
-0.012079121958486327;-0.8319534471157043;30;2;30
-0.18336724885035932;-0.8435854360708538;30;3;30
0.03689612668449353;-0.8401361416172793;30;4;30
0.14219253559524225;-0.7747806664158058;30;5;30
-0.2186760054291652;-0.7337590852213713;30;6;30
-0.0605361580855248;-0.7602299718961325;30;7;30
0.02214502293382858;-0.8202934404078753;30;8;30
-0.26925809943700857;-0.6360890201284926;30;9;30
-0.21114677788062125;-0.7604645976046283;30;10;30
-0.4462675301417251;-1.1880343145560348;31;1;31
0.1871710758315495;0.22551571916036783;31;2;31
0.01258157413513517;0.31943420524399363;31;3;31
0.019699135649306587;0.21153862230406512;31;4;31
0.022481653483277644;0.23670385684083012;31;5;31
-0.3415804824185298;-1.0783353871384316;31;6;31
-0.0920318254141109;-0.8189275733700023;31;7;31
-0.41471106190726;-1.155553639468543;31;8;31
-0.2997955544091888;-0.9334260895127406;31;9;31
0.45699480587564034;0.2048975825395889;31;10;31
-0.5366809148967693;1.5288895674091418;32;1;32
-0.47430131178461543;0.6032408653360133;32;2;32
-0.4816684671943503;0.6597982435266776;32;3;32
-0.5281284891375726;1.675463923906729;32;4;32
-0.5005321677948054;0.7701133074761177;32;5;32
-0.529503687583652;1.4297657619878215;32;6;32
-0.4948169705180945;0.7887411019262207;32;7;32
-0.4911903977321579;0.6470102786248356;32;8;32
-0.5190468996831538;1.3955381671364129;32;9;32
-0.515710915050405;1.3526558448196357;32;10;32
1.6632401597660482;-0.2666108452329595;33;1;33
1.7311396535345622;-0.3273939113180436;33;2;33
1.6598733025327839;-0.31133412391190407;33;3;33
1.7817692666215335;-0.26081554067673274;33;4;33
1.016377175491566;-0.42165462348524907;33;5;33
0.8939915325386539;-0.5617412512672544;33;6;33
1.0948961908669508;-0.4254769792796821;33;7;33
1.1831680631134633;-0.4021698753078193;33;8;33
1.0360370127166556;-0.4181314486714271;33;9;33
1.6149559328769627;-0.37408923240964254;33;10;33
2.6108403021191906;0.09668893084690733;34;1;34
2.7445123387499857;0.14467954888816362;34;2;34
2.2463421508651056;-0.044159790684945716;34;3;34
2.835984167227292;0.20018624786086325;34;4;34
2.828566439890126;0.19419229442348127;34;5;34
2.4796633923671583;0.04397067436829932;34;6;34
2.7936868099360583;0.1797633309448594;34;7;34
2.182399306110498;-0.06648921723291182;34;8;34
2.1379164137683566;-0.08463453283066616;34;9;34
2.0970900862964035;-0.09589052119784464;34;10;34
-0.018313796162030514;-0.6140260783653556;35;1;35
-0.11890330145887772;-0.6621033347145678;35;2;35
0.23307661618089445;-0.4080570867337025;35;3;35
-0.1097173932962204;-0.6255807251133884;35;4;35
-0.25589335650859013;-0.45064874295502205;35;5;35
-0.27432679894568057;-0.6125320025161939;35;6;35
-0.2688188199796317;-0.6371355600229276;35;7;35
-0.24478426600084366;-0.5879102850333467;35;8;35
-0.2619806921772913;-0.4620645797639514;35;9;35
-0.3180066975920595;-0.4729200465507505;35;10;35
-0.4021319720719252;0.8151099143705758;36;1;36
-0.2530918801578237;-0.0022235926887584617;36;2;36
-0.20917224780835156;-0.01429789806953361;36;3;36
-0.27753337003249645;0.07339878695035752;36;4;36
-0.4024667780299337;1.0786590049916058;36;5;36
-0.2874007783281347;-0.03581759925089588;36;6;36
-0.22017952437962116;0.03134229614021856;36;7;36
-0.27293959995843076;-0.08971477012116588;36;8;36
-0.30906460729311913;-0.1868077527806976;36;9;36
-0.29448231145389614;-0.1376520342190502;36;10;36
0.3708125742392494;-0.3145809006472142;37;1;37
0.7935517281968991;-0.28301613291253536;37;2;37
0.3318894005885019;-0.3230311779439271;37;3;37
1.0060160283719959;-0.24337649477647383;37;4;37
0.8695511612040319;-0.2650802959159502;37;5;37
0.8589047222399172;-0.25671135741650886;37;6;37
0.4718596452305761;-0.29636672349395954;37;7;37
1.2514025288361181;-0.1582572853320071;37;8;37
0.2782903994798437;-0.32343419107196825;37;9;37
0.6231107214844276;-0.2821268941510464;37;10;37
-0.45883259188739006;-0.4603334578879802;38;1;38
-0.5179275205673772;-0.5679331728975935;38;2;38
-0.5433459201408528;-0.4986385735391275;38;3;38
-0.52220179442362;-0.5033809852438793;38;4;38
-0.5526505879235922;-0.5305619263682183;38;5;38
-0.5302298258214565;-0.47964110654072734;38;6;38
-0.5195007050106192;-0.5213951839128186;38;7;38
-0.5020310071858698;-0.5379568802890617;38;8;38
-0.4856724332436;-0.4698631942044695;38;9;38
-0.5272732788038114;-0.5297973386976566;38;10;38
2.960448669080264;0.2587183995055636;39;1;39
3.018064292013853;0.26688368422416364;39;2;39
2.6744254202400075;0.21874881315496472;39;3;39
2.8634823952643;0.2543751171589936;39;4;39
3.172329394110878;0.32017902022850575;39;5;39
3.0048833715163643;0.2822445151162103;39;6;39
2.976562197428883;0.22657108816029886;39;7;39
2.7852953012527153;0.1709875190745032;39;8;39
3.1215221924080194;0.2959563559103121;39;9;39
3.0158373179593068;0.2891282285325451;39;10;39
-0.3890913706468119;-0.6818145428549988;40;1;40
-0.4872149500244698;-0.4834940905525131;40;2;40
-0.4573070584568075;-0.5244473222089574;40;3;40
-0.4647337955865668;-0.3660789947115711;40;4;40
-0.5173061399545202;-0.47902470461682617;40;5;40
-0.3937974044845748;-0.6654138253076003;40;6;40
-0.539638256932854;-0.4384841074341817;40;7;40
-0.36020035611633555;-0.6963381328967354;40;8;40
-0.5637649264972797;-0.4443135412982549;40;9;40
-0.4725313666327895;-0.4271911854810487;40;10;40
