dim1;dim2;class
-295.3382889315792;-428.72995725504325;7
1323.2789944455167;-116.45282316652214;0
1091.6914570102638;456.33154901327384;0
326.97757821944555;248.19839488951803;8
-672.7715865475939;-378.36897508942053;7
-1025.8813680778435;622.8399852300588;1
-404.95552062997183;-760.3308263040657;7
-591.8529182819121;200.0490889062938;6
854.9402632960869;819.9172429005182;5
-270.1334360906495;61.62434225574767;5
-715.2500453185751;-438.0692604728968;9
-943.8208857480387;133.12618402690796;1
-876.3502542773257;664.7498273030606;1
-960.2382381415584;634.9884297995276;1
363.4960344379967;19.26240790928126;6
240.7954771587055;116.87159089922731;3
-68.73638369259588;-773.0733569092669;7
-921.3352063139296;87.71657096261107;1
-866.7456669048016;275.7193954603461;1
465.7400619652461;-1067.7938685751856;7
379.8516488371063;778.9156930415348;3
726.44317244773;166.3222980875451;6
-848.4693335799931;104.7707040232273;1
-506.06413013973577;-112.80514581447596;5
-299.6451570692394;234.51387172874644;6
-957.9171216536068;92.35252580929654;1
748.1216466401892;507.2048947930853;8
161.12631971238497;-404.68980391364505;9
-241.38520315143518;435.7134127716898;8
-97.41484936409185;578.3403657446572;2
246.26005739105292;-173.99537822397562;5
487.4110925217569;-71.3796385487584;6
863.2848162482296;78.36323634799211;6
-198.76841541882487;222.58975097573605;8
462.1677926671971;680.9104831725889;8
377.1587268111233;-1135.1428899673322;7
-54.127853648244184;-960.995219980765;4
241.62369069680088;-349.20074638878305;5
208.85282687016743;-229.20386705056538;4
36.28782444632258;-453.2985838190254;6
505.898848894626;34.0399351555578;0
-295.0107989091019;-0.20813331849251065;6
401.9636981198913;260.8100588556245;5
441.1556895000049;-656.7933286995775;4
15.168328184846837;-140.28155122510023;5
-71.47012399558686;330.9677524576934;3
462.820089956815;642.5270872477023;8
-6.716770686583469;-702.3288152572387;9
-125.77284733362515;160.88307336020046;5
-320.16150745685417;261.6575952159367;8
273.13029446482835;-715.0321567762869;4
1806.1733638360577;27.414127638909665;0
744.8598122558091;-669.7278332750374;4
312.80232477319163;-541.8981599967811;5
499.4138604846444;-198.7337970257999;6
297.09781597402673;269.2247934929217;2
1598.0694596030457;42.64569088486109;0
-658.7554687270641;171.58702124790076;9
-767.4774478035949;6.2582401912009376;1
-718.7715864322684;27.7360992988902;1
345.8831790094186;-887.3539875407546;7
-140.54522196821196;-455.98514322633366;7
258.0497504128957;-963.6490325866009;9
-196.94829336334683;-447.7553561674498;8
-79.498105828442;270.94194476524;6
102.46080888087067;1023.7283727720477;3
412.5954523259806;685.5837987967825;3
-143.4844949903054;-824.5297614935974;7
41.45516800794124;462.78087146030083;8
-516.7924728573456;134.6376744523596;5
-266.3039746858842;-101.79967948432021;7
-473.3649350740315;152.84778661632188;7
-400.7595635503056;446.4706339574786;6
506.9647320325545;120.5232993808522;5
230.844768484344;708.4985746487855;3
-73.11895495047752;-525.1789636004323;9
-39.77672766905337;208.12204194099832;3
-354.46458739467937;-559.9865057976467;9
1.0750699287765915;469.7320710689894;8
-691.7765068203121;340.070204250217;1
262.83572013587565;82.99537176755496;8
-93.81592722743025;-46.65970719556344;3
217.1736645854739;1001.6539292808665;2
185.85988066946413;-842.9681349162341;4
-381.76341759919205;-526.1044197802529;7
-421.71922346988356;451.86227265221066;3
-370.0632688420163;-848.7648071755382;7
-263.57509759607433;-787.0391862113809;9
-190.22636448236233;427.2781787616968;8
84.24194005738336;-21.632704822512842;5
835.7328118965663;-545.9798576420702;4
-37.684300614933555;-980.6338438139489;9
-315.8082778072871;-274.94173796870837;7
419.1218601154022;573.9983391557499;2
25.96107509545814;134.44384032409653;2
1277.7219251269792;55.023666513122265;0
1189.5967870501554;-98.45090160824638;6
241.7665998813349;1019.0960216172095;3
149.63698405219742;-578.2237496333515;4
1229.8025445739313;9.409702722931204;0
54.514654359370354;-714.2035652725258;9
40.782702457594525;281.9789825583199;8
575.3089894463508;485.4159946286635;2
-734.2775992788128;104.15761349001967;1
228.81233874006253;310.1635976318882;2
-418.2348287802063;-227.3281635873568;7
-285.998076366727;-384.634007352261;9
474.2928022603784;115.48400186042608;0
1206.192585393815;150.3256761395933;0
618.2731782019404;-166.1611218949805;6
884.7940445496725;-155.02045482591683;6
310.5296110897505;-929.0390870044977;9
363.3279919888795;409.4881847172184;2
-481.7283699316206;-357.70258756267833;4
-556.9577980749096;29.546681203162688;8
-621.4546601040762;-234.87914395053104;4
1521.465196861459;259.9120657066334;0
-982.9320606526295;172.91519206318256;1
-163.4697515134375;930.4076883349841;2
-502.12234059104793;170.41591332873745;1
-629.2707127110324;42.161941989452146;1
-131.41184363637336;344.6257981047818;3
374.8550212890162;-765.7856456828515;4
-47.784073333773314;-226.4927663167875;5
238.75511372913334;875.2345735022494;3
677.8823161768512;-35.0138000330102;0
-251.08096475129992;-62.34067012691905;9
256.0743632357494;140.50919362422027;8
107.36580327758233;-640.5596447354676;9
-256.7477876450871;-194.00831978301522;9
385.2385253402059;422.00639587385905;3
715.8368947229673;197.01900751377053;0
1167.2393698346318;342.780594476964;0
-25.573804339390172;-163.74051939398674;6
-902.0751537515875;521.4569639678664;1
-574.1258652811741;-192.95904204766416;6
52.00680302983466;95.92425741066423;8
-395.12330623271606;-447.2331113711851;9
524.3664362488274;663.2239624566903;5
-451.07426276499035;-193.16203066913715;5
32.2315217299069;-788.7680389152823;4
120.7675113899232;-1009.228058485015;4
250.1218971216628;394.0279453838773;3
-193.96635985297283;-442.1799365840325;9
59.5374401350055;-896.8906072866091;7
52.897027044698056;-414.2218314164762;4
-394.2656182695681;179.41348179168222;8
625.3409431370599;-236.936887656518;8
-50.84759595013838;354.97375698101115;8
436.0435585590319;-970.5539186188294;7
-953.7600537182936;706.9783652257528;1
727.252609293909;197.80826849430542;6
625.9403094067977;-230.63116314626959;0
306.36987102316783;-771.3462212491139;4
-448.11770560586353;770.0021037539295;2
-596.9913099105854;616.8561533113868;2
410.6029573714432;305.31010209836086;5
65.68283860623;674.6644839984853;3
-31.534498247072676;-508.78430896080096;9
-393.37950707257545;-771.8413771711092;7
406.8854859161278;-835.8571268836009;7
390.22947184546973;92.54081209895425;0
6.750986394148394;-1113.3874910502411;7
156.84121277671605;372.9868321306246;6
-1014.452862034023;412.05522389886556;1
440.3760035130311;456.93634091307314;0
-175.41768841614825;-802.2903461615483;7
630.9519515824977;705.408066012608;3
-576.3001956933682;-355.3867452558756;9
363.7719911180517;342.2282147095875;3
-137.00449304174128;-584.3091938970856;9
-623.7091235726076;-352.3217004913432;4
877.4999962802879;51.119692733094325;0
680.8865337717759;166.4328893883405;0
188.87579299215693;-189.6344891993405;8
376.60524398933615;1319.6882555807279;2
-828.6510948428086;599.06946370729;1
-953.4077001553798;626.1933687332875;1
-664.1242502830814;-97.32487710690684;7
892.8059037880319;265.4946468254459;5
241.55696022279312;388.3266360263366;6
-667.9693247957981;125.01421989626137;8
-390.78635182113726;-699.0350526170143;7
526.6501675390753;-43.91035875965693;0
346.3064041600537;-18.34123335897156;6
200.45258744448884;-49.86695507950133;4
-540.01927964451545;204.22225366601646;6
124.50289555614869;-588.5782963901089;7
-480.5205348372214;286.4316009259814;8
-576.7369221377804;711.5809724415071;1
-773.516706880044;947.776664458678;1
-109.84739861453106;-63.5236893393632;5
-2.285117447501704;219.0002563954782;5
1280.504810653743;403.33702150236536;0
533.8133644628859;250.15924010460952;0
238.49504881758236;-750.8919731958899;4
-110.93266043917046;-47.61005789993531;8
-18.094971718134097;448.1227936188152;2
379.7057797988703;260.2520381073458;2
413.76798305737225;-725.544641435195;4
-466.4856150354351;266.25004142271905;6
24.636067049508174;531.66401938954;8
-829.1249537455884;755.3028360959634;1
902.1676710785085;369.65173643130805;0
-989.5112782667533;198.27287491592747;1
65.62266380420878;548.3939525137448;3
-242.85512300177353;-770.3106291188478;7
-873.4209462477268;733.911076015821;1
105.31677764771473;319.3950625767025;2
443.79474211671857;810.3373290649557;3
228.62472827631495;575.8023901502473;5
-998.8133024717024;377.89452606881645;1
128.87796400769318;12.68980586859922;2
-146.26703918319922;-516.2428521009671;9
-255.21017952965374;182.0106394867324;8
-421.34868361958524;-601.6310960727105;7
1303.5885878428037;378.7520737770737;0
187.7299397996712;287.9172942775569;8
114.2149728171204;-782.6763422632594;9
-150.8123453266657;83.15768218648063;2
-420.3616376260722;-359.7049754994891;2
-162.4621751266293;51.5206799034559;5
-333.5755850345785;-537.9368880221393;9
16.849170007533342;-575.0054368841483;9
-744.8629179561188;764.3402793374806;1
-192.23447629933068;-123.49180417449705;4
-79.27384426163982;1035.7954415037957;2
213.60131323308912;-547.4875711450601;9
176.96209805804762;-631.6935831446494;4
366.1684633665278;-693.894475759545;9
-90.16586498211603;-970.7631461188524;9
651.521395058424;43.89974304398882;0
-111.05226406051494;282.3736379954966;2
-274.21212418695234;-600.79623641681;4
-149.9427960078864;-10.635424215786523;3
963.8301709606302;343.1291463500384;6
206.80647716496713;-416.86261912686314;2
-51.89789199619951;-444.28571568726335;4
-531.9137164536652;377.1445658754403;1
308.5397729324767;566.306302392813;5
-1012.853047240703;444.49901028818465;1
64.45633935760839;-111.8036609753449;2
294.7207589472197;741.3810411391928;3
-55.3302582202319;299.8084565187476;6
473.31275488409045;-51.0048641859296;8
-577.4227523051021;-748.1430959183251;7
75.63905561454648;522.497740129746;3
-68.60875450898813;-739.7116103013625;4
-373.7370252839666;-614.2933499236177;9
15.468727923816116;-752.2675301507661;9
1036.9558381382649;608.8828802131261;2
-77.60409236611632;-614.8376265174883;4
323.52215781717433;-588.6603202969677;7
-907.8891498487312;-15.54027809762242;1
-224.70801147870026;583.7630132708439;8
225.7522265478396;-563.5173320721548;7
721.4951484287787;-171.65658816411457;6
166.54246442491146;915.5291376451072;3
534.1232147218624;494.3533166716341;6
844.495169304782;449.6836537164719;0
157.95760169288172;992.9684550695295;2
-14.320841038655644;-807.9508082971724;7
529.5854523440456;183.71452598998962;0
-199.16361689526119;-295.07419395127835;5
86.71827093592756;424.95459003286;2
307.79615145848686;348.33805636906334;0
1294.7607181286296;568.7606741062789;0
-85.95286786744542;176.30896772330973;3
189.66879077634837;-592.3715622131924;9
3.8060977851392925;-665.8026672311731;4
-784.0547646663971;483.8954297219745;1
-114.19269743543836;891.4325213425659;2
141.66127220669486;-1202.3593539351136;7
416.10330157280293;-1055.5153900013217;9
403.5123871081897;-154.09894771372407;6
-154.11158766161932;144.24252748789445;5
231.45061849457832;-868.0043819708391;7
369.5528739250828;-621.1384772581496;7
391.01830130150387;-645.606588830312;4
-439.29550741959594;-578.5787699557216;9
397.2606765373817;229.92393483902833;2
-786.9074781933384;40.900737856577614;1
-70.2822228021143;-10.484236559587929;8
-766.946600584564;-36.18826074419826;1
-3.824626770978237;592.6912458750913;3
1074.6855007209597;345.0071721767673;0
-407.83071130427186;-340.67397135498084;7
-847.572991294125;475.98787400785505;8
96.75670881275455;661.9692871699264;3
-695.0340693689129;599.2622536053657;1
-428.742565343829;-99.06136542663667;9
-463.2769826171245;-264.5160324692861;4
512.0599653293712;-603.2587039121091;4
362.8799193706885;65.13064925393405;2
-1005.1874403679824;548.451782934397;1
-545.9470838346896;447.2277855822501;2
-393.8546832568786;520.7161626078415;8
-747.4157974986214;515.040393517289;2
338.3984737433703;-641.6827068612378;4
-802.5656009127036;-2.1226564778975905;1
613.8736047922011;681.5106451271861;2
658.9692282059789;269.1984300174141;0
374.25616358460724;344.1963843046582;2
247.9707154343993;-888.5088311746056;7
-818.5439778797601;828.8311417460225;1
225.525542483931;-305.34972663414436;3
15.13939667163956;-683.4000187952271;4
-121.29128962312666;4.730271127536093;5
-42.882205476016146;182.51149000887435;5
-124.80360153678001;441.70908386900527;2
486.9959076301686;-874.1159616586699;9
-617.3071533925657;266.58205640363974;1
-74.45581915155513;-6.111229392156599;8
-183.70240182010642;487.1364592691909;8
435.69291077133425;363.6702356583527;5
64.8263494413305;-485.8674327726248;9
-455.0021398122495;393.8529282681297;8
-169.54249590237748;624.8470007990375;3
422.67910485780567;472.9823266389586;3
-608.4728101304247;671.7852161694744;8
-596.7212318714221;-651.7136858661639;7
531.0072758485131;-13.61228261727248;5
1816.1751656705776;324.4750304541436;0
931.6120607198069;-550.7302463647756;0
814.6417752180441;626.0836265668424;0
175.80897019838667;-652.101681868255;9
1739.9594203796694;116.0204760187839;0
-213.96587028667918;491.6111823951949;8
20.86594225618091;497.68371848912136;3
483.0407074192289;-111.99942876242058;8
372.3212811253222;587.5607796592573;3
-818.8397685142921;666.6125185946626;1
210.36450628667853;-634.8560995231429;7
-104.41818633922664;-693.907391031882;4
-128.35753561970313;-18.95278468217908;5
-167.22472587695285;-240.29629341091257;6
72.59143815341656;-1166.8667165760216;7
459.3483858422921;-570.6133309394186;4
-314.3783898062992;-588.576513843101;9
720.0056941926425;920.7415379028206;3
-606.7285824193256;-601.0576034084816;7
-841.345174399166;17.796412627536576;1
-644.3381751162686;409.24404637756885;6
-1011.6245185967892;619.8303171644019;1
459.6426781496033;139.08980116329425;6
-132.38448194889915;581.3830215644872;3
367.9833096443506;-44.24031035052358;5
-431.40481533503623;223.26716578662388;2
-18.650859422856332;631.8487176421884;3
-13.543706783677715;110.2189428335096;2
531.42139171505;350.81304020890536;6
119.51771024468461;-383.7568003329786;9
-324.49666406843187;-370.41469320666636;9
92.3561465227827;60.772981428294194;2
-360.26352208581477;-203.13377540872142;9
-171.26558441096546;-17.359539516910804;5
-1000.2826075768029;165.99550386708566;1
-341.0385447715549;188.60239761908537;1
-847.0147477934362;402.60787819832575;1
72.96871991144818;-872.7613978239491;7
-201.33447905128943;-316.79367546087803;4
-679.4711888390592;-289.8698828758479;4
-855.3790382833392;252.64074054832733;1
96.08087166709758;187.04171332104863;6
-476.4665583269255;-10.383992855322855;5
186.32384075408982;-794.1442109154317;9
-628.1473014794406;195.42433626258776;6
198.36418183443382;-541.913956943975;7
140.72420816436295;289.0946906536312;2
202.79415147959062;-597.927503423853;9
-807.9214188996536;858.7707905348814;1
-888.4627585304869;34.820160872219475;1
-606.0620826100275;609.4220780059209;5
361.91589788524266;502.080960256021;2
279.94047000286855;276.85261201757754;2
-968.1654913700146;680.4425519906714;1
-217.41869578787384;318.5315912678553;6
92.3128039654362;268.4720030806562;6
-181.52680868286265;-144.5010389278498;6
-225.08205492466567;86.31878402239079;6
58.17078878206018;-19.547738064471023;5
-549.2972558508311;-137.70354075464806;9
507.18511124292297;548.0333895708363;5
-653.1935147568555;-84.72941729288459;4
-90.01812081991099;-537.8232621658321;9
-87.67882307426042;-926.4772476257278;9
761.405063984245;151.00164006103395;0
268.7176109777642;-764.7456245235353;4
-448.9503054281136;750.2142333598435;2
498.11154254040406;272.099171933914;3
-32.43746179506742;-955.4466396809349;7
-53.95233027825832;192.1987350704914;6
-772.3666773053483;600.1330496382429;1
-125.85240828792065;120.63321686163881;6
1213.084304436012;74.11397658710008;0
-820.8891881363597;545.77912777393135;1
-1024.590422742408;459.5022188607796;1
-220.47723383327568;-105.9121729377828;5
121.16527779706614;-149.51436238800184;4
-854.0016744506623;-77.18419047408482;7
-587.535056315948;-630.4428131245702;7
-921.7443837331335;300.1315386988773;1
-124.59338275624583;248.43384403782713;8
384.5962805978985;-480.6785024689893;6
-430.5859600851852;-756.6133223535717;7
