dim1;dim2;people;pose;class
-1588.725515373013;-1322.1501576189082;5;10;5
-1332.8883564293121;721.0012767050549;6;1;6
-1331.398103890097;573.9723963512946;6;2;6
-1530.966283817344;591.204170398631;6;3;6
-2446.1617916567643;-225.25295949567172;6;4;6
-2521.8730990111176;-745.4726382386043;6;5;6
-2718.174244921632;-122.319775991541;6;6;6
-2593.803520331819;-1183.9401827927777;6;7;6
-2563.5473605920665;343.38908182500256;6;8;6
-2493.1439385597587;-1405.3122929106876;6;9;6
-2519.651381165007;-401.8207703736434;6;10;6
-4420.913846030673;343.34169073033036;7;1;7
-590.246558855889;317.56480514438215;7;2;7
-2454.93692207333;-622.1919054862585;7;3;7
-940.167905784926;-629.2221526060997;7;4;7
-1767.867822631059;-436.3784572161294;7;5;7
-1763.2869702619112;-285.77100012857085;7;6;7
-1678.0083612675526;683.8935197138316;7;7;7
-1900.3735742791896;167.45466320876227;7;8;7
-1857.693330669177;-767.7149723447701;7;9;7
-1589.4921806047037;-551.461814291871;7;10;7
-1514.6543197855904;1641.1962160905853;8;1;8
-616.0066986873728;1732.2797713759232;8;2;8
-1529.2386820718534;3110.766016119249;8;3;8
605.8285366806039;2673.826154648749;8;4;8
-1734.7424997938224;3272.208105353215;8;5;8
-1919.6239649133674;2357.8251134698;8;6;8
72.56427234613616;2461.6857019268914;8;7;8
-1696.3756699182047;1039.4553868491225;8;8;8
-1986.6865209029672;-1800.0643933221147;8;9;8
-491.64823435410784;2261.636666494281;8;10;8
1306.727526734577;42.366616248708056;9;1;9
1030.204567277254;478.07604751619266;9;2;9
1102.2273906366433;89.2219457539613;9;3;9
-262.135491823172;-438.0585363016471;9;4;9
-268.77998741800707;-335.5202978171574;9;5;9
-189.8144502029805;-1143.2822340518017;9;6;9
-485.3262133384791;-1040.0786857960445;9;7;9
-535.0858240211246;-392.00987232687;9;8;9
-77.06260875426956;-126.15016595897117;9;9;9
-232.6163427325831;122.52404006446028;9;10;9
-250.3101470614101;245.70260119614906;10;1;10
23.52227758954222;775.6609950662283;10;2;10
1119.2716231626803;1711.4228840725627;10;3;10
1336.141848782773;1725.639925798374;10;4;10
-2941.5889473897273;202.0862768134012;10;5;10
-583.3815856013197;874.1330252941822;10;6;10
-646.5368169341633;2252.6795704149777;10;7;10
-1527.497081427341;165.62459550185355;10;8;10
-1114.2945924286594;-1794.8692387437875;10;9;10
-1795.5079017878115;514.7558520146487;10;10;10
-701.5792872148926;1170.5512714833212;11;1;11
-841.6722975450739;831.5803631802214;11;2;11
-881.5229467154362;935.5493870291267;11;3;11
-611.5489554057222;1722.5998336821842;11;4;11
-718.7859026227724;1671.6107994338147;11;5;11
-859.6647213447254;1145.3348951661228;11;6;11
-621.4357519530263;1656.6249509518984;11;7;11
-593.175152109625;1660.0025089546446;11;8;11
-599.0798443750327;1621.0568900502037;11;9;11
-573.4994436103211;1542.801549987145;11;10;11
-1732.3438770890145;-386.2565160450708;12;1;12
608.5985726679307;-410.89061690482936;12;2;12
391.6158591296391;-1194.3055803682983;12;3;12
647.9954922364618;368.05174151217824;12;4;12
581.4500769518903;-143.58035541654607;12;5;12
-1542.9901016283961;-1265.696194051848;12;6;12
1388.3765296044614;35.38105147785184;12;7;12
-527.7826589122361;468.49113481628143;12;8;12
-940.3644841760505;318.8534692526982;12;9;12
-814.4738821150481;-140.09025157111807;12;10;12
258.9970210847969;-202.95251211078389;13;1;13
368.2837255929268;179.47526205620102;13;2;13
-724.4031828063936;-2032.5844775311505;13;3;13
-286.10700718852667;-1306.0450957831706;13;4;13
-628.8560932171446;-261.10448132505235;13;5;13
-337.4669730730572;885.6841254656896;13;6;13
-462.4377947801425;-1681.0081013470306;13;7;13
-500.30787275933625;-1177.3111525852423;13;8;13
-545.1145063898186;16.5616770295943;13;9;13
-634.9271603928312;-495.8429873469326;13;10;13
-166.93322978857958;538.1273568327656;14;1;14
235.32792371900734;1026.7704237322857;14;2;14
189.17779708739013;1120.3649984012854;14;3;14
-506.60326841265294;232.48575166264777;14;4;14
-126.64583935660806;233.28321116622203;14;5;14
213.82892832578293;1376.784878972553;14;6;14
-125.64236416658505;47.2381253777909;14;7;14
-65.0483082711044;195.37139458238525;14;8;14
351.4164817626745;1653.7626274524703;14;9;14
-0.3086710652652749;494.2550284461725;14;10;14
-259.3891453837792;442.2555443113891;15;1;15
-325.8245631734637;-182.7526962615024;15;2;15
-382.165858867473;353.6310759852382;15;3;15
-292.46761137421606;430.1457385613099;15;4;15
-55.37709472597646;-230.19077837643422;15;5;15
-318.3955303828118;386.328470196104;15;6;15
-1.0518990602288185;149.72611578410974;15;7;15
-71.15772800938267;115.47937578001682;15;8;15
32.28028796375355;-89.6782800594913;15;9;15
-17.58745550094694;4.790527477088579;15;10;15
152.86534197986455;-18.112115727065486;16;1;16
-1532.2717730345757;-58.001616132158944;16;2;16
-1432.7959591523343;-70.97320612919998;16;3;16
-2483.859455836492;323.67843942144475;16;4;16
-2069.858861108288;365.5840964179675;16;5;16
-224.12711721051892;-30.46179299897082;16;6;16
-661.3034367224946;975.3447113762398;16;7;16
-1391.5125858560637;-1377.6343133290097;16;8;16
-976.1034622229855;-128.56432652019333;16;9;16
-1349.884280289202;-3.3223896130363966;16;10;16
-410.4150629045305;-595.9068402490702;17;1;17
-330.2271302864647;-380.247250518342;17;2;17
252.25391319917946;685.725517174447;17;3;17
389.0458127957628;892.0244116727906;17;4;17
-647.2169088943192;-525.7101845769873;17;5;17
-857.4851131533429;-2078.086418206781;17;6;17
-854.9255290917059;-2224.616972673011;17;7;17
-866.3758547031938;-497.5262049159603;17;8;17
-784.5168435170676;-1832.8074201180145;17;9;17
-333.37074585074953;-2567.993474532566;17;10;17
-1504.8547069524755;839.5526026099549;18;1;18
-940.6371649058475;519.1342458011065;18;2;18
-1258.4769419215638;-520.121061738178;18;3;18
-484.13660995908265;385.94349824614835;18;4;18
-986.6393577496113;-103.34424069008216;18;5;18
-1602.8205429232644;-348.97131341024374;18;6;18
-1606.775783495012;427.871659030314;18;7;18
-1481.3991091063085;-159.26717389933845;18;8;18
-1719.944363297471;239.67003791872892;18;9;18
-1756.6688036866947;-723.8036584820096;18;10;18
-154.01768548786308;-80.14295535240024;19;1;19
-204.68456012558121;164.25534369640596;19;2;19
-428.4287914897239;317.45564047710974;19;3;19
-905.931648553916;1049.274770523634;19;4;19
-885.2749158001093;1068.1770792371335;19;5;19
-224.57704713523603;304.80945862149844;19;6;19
-873.8586132988415;985.4578478719847;19;7;19
-1443.9453051865962;1169.0677395327612;19;8;19
-954.880252696603;1201.531421306921;19;9;19
-525.1779930048692;436.14278961353426;19;10;19
1136.7354147947087;680.2100822246647;20;1;20
1170.8571800854004;551.7266097168226;20;2;20
1280.2536263002578;296.1803869430173;20;3;20
19.957038471176737;-327.27182744259596;20;4;20
-852.2107148354258;-508.34332700013874;20;5;20
53.118041584358586;-369.4956198998695;20;6;20
-872.3824946028607;-686.6819409415651;20;7;20
-535.1011684395078;-983.2812244951034;20;8;20
-1034.675423419176;-1331.6800472556135;20;9;20
1231.6391326779844;531.8122986008302;20;10;20
1365.3227785566628;-255.81520776294104;21;1;21
1312.3032302849874;-1087.6323100672826;21;2;21
1246.376261704644;-684.4526893611131;21;3;21
659.2440568133857;-706.4995976014901;21;4;21
709.6714726362238;-261.31085616016185;21;5;21
2033.2507364875753;-191.80624679034958;21;6;21
547.7755196776366;-1502.0669673065152;21;7;21
766.3128719650791;-1500.4509875430701;21;8;21
682.4223928297442;-197.71974847639692;21;9;21
478.34771399339735;-1424.805217299867;21;10;21
2545.2419552184756;-184.85037601231102;22;1;22
2386.3074039180883;-416.70876201611935;22;2;22
2495.0171015802166;-9.546821488106024;22;3;22
2268.2611502692102;-225.6025455539922;22;4;22
2328.3684831181235;-193.6165655100871;22;5;22
2584.20145925679;-688.0313141192664;22;6;22
2572.3692369154746;-39.500853689370466;22;7;22
2427.6592113739985;7.689696933231424;22;8;22
2535.297882681252;-70.17967002717499;22;9;22
2405.1801799552923;-208.0337208948989;22;10;22
-1431.9702461271095;256.5463814624738;23;1;23
-899.1459379714818;955.2769230937491;23;2;23
42.76020029039299;380.37164356751526;23;3;23
-642.7577752131783;-270.6588293428795;23;4;23
128.48826403405926;503.06007994777553;23;5;23
-609.3216874766497;-429.34195805180923;23;6;23
-185.40051565365044;107.31195456882831;23;7;23
-954.553031831805;733.6677966898291;23;8;23
-2209.7887438097823;-1381.3058948111575;23;9;23
-1517.056340492382;-1036.7310210273831;23;10;23
-165.13941975432968;-189.57397282273064;24;1;24
-113.12286575827056;-249.60399604711228;24;2;24
768.5249611467891;-2458.1611689908887;24;3;24
261.4065161886032;-1852.842161534171;24;4;24
1022.8403329520274;1004.8244616914569;24;5;24
-97.44602591466149;-1283.9380638231046;24;6;24
-164.78614577168818;-693.6092007822419;24;7;24
-272.44042241160105;-612.7407421758053;24;8;24
398.2569429079734;-1941.0045755501824;24;9;24
453.6479446912108;-2010.4601782833533;24;10;24
-419.8926775546159;693.1371103585324;25;1;25
938.9480462769664;1385.203575427246;25;2;25
-477.6100776381626;555.7807445131746;25;3;25
-40.14396113511604;560.3111117450427;25;4;25
-34.842386974953435;-22.674752911703234;25;5;25
154.29525508139508;1870.1574742964287;25;6;25
-521.484219308841;330.17169903317676;25;7;25
-670.8157709498109;-1736.6930273362063;25;8;25
224.38225797900463;874.3659149511644;25;9;25
-237.03722033251648;980.9928073727119;25;10;25
932.7233098586656;298.08865332242965;26;1;26
185.43110745971552;-216.40269692403632;26;2;26
283.188219940616;489.5674665242468;26;3;26
1219.9462725634328;1155.8346774125155;26;4;26
1116.09676213204;1407.8528625996194;26;5;26
98.49476594981934;-252.09458354729787;26;6;26
-1637.2478680359507;198.67100874635554;26;7;26
335.45202689563195;897.7388809208386;26;8;26
-9.433134609626576;113.23738164126985;26;9;26
162.05316345574286;969.8325293959942;26;10;26
-289.359657587819;787.5672156677331;27;1;27
-146.3919225195367;1041.390874966082;27;2;27
-444.40517649209136;915.5946244925749;27;3;27
-299.64682349505847;903.2290209995753;27;4;27
-243.9153931040791;1500.6059864223776;27;5;27
60.320628857614615;1058.2082198654343;27;6;27
-294.12344298572077;817.5057081009093;27;7;27
-337.68958070490373;902.3203095327575;27;8;27
89.966577815111;1561.0949291314453;27;9;27
-438.9109678334002;799.0802977954612;27;10;27
-236.01420948014143;297.41549712031946;28;1;28
177.16897878992813;662.1465466056229;28;2;28
-526.2908032453518;-108.59008708392169;28;3;28
-489.70222079645663;454.88632534966746;28;4;28
-116.34055475598609;559.6791194251942;28;5;28
-184.39866955544065;366.0319460189538;28;6;28
-90.87986063858064;576.2536657855064;28;7;28
-51.0059209285455;926.323105122167;28;8;28
461.2292062180208;594.4197727512279;28;9;28
-568.5939594391537;-649.9697192529611;28;10;28
1918.7942810230925;-493.4457168729396;29;1;29
2154.7160582983597;19.11644666928761;29;2;29
1859.6040320045554;-1193.9420960890996;29;3;29
1456.3490193534942;-745.9591822893213;29;4;29
438.1894410525682;-1309.9486945539338;29;5;29
425.7089613231146;-912.8889099382518;29;6;29
718.4009872568544;-836.4690557012586;29;7;29
1942.2911451869193;-1850.4837730310394;29;8;29
1900.0737303625124;-943.4550692021498;29;9;29
1803.0791868834729;-460.12164764337155;29;10;29
764.2957394143017;364.32710845718555;30;1;30
1160.0781830010685;329.6747248755541;30;2;30
1157.0449739746045;719.5469765154402;30;3;30
1263.9909901118333;-266.1801704007373;30;4;30
1265.7781322905603;-293.8673601016436;30;5;30
619.3883618000151;-171.1727635801974;30;6;30
1362.2273420328106;-80.3346570825534;30;7;30
1201.2587495705893;-141.6018645602833;30;8;30
729.8587263024901;-582.5468678705843;30;9;30
785.6530218310792;175.2089850140028;30;10;30
1064.3308780638474;-1038.051825594177;31;1;31
1401.4985885799497;273.7952609413117;31;2;31
3063.848051851571;1757.3956364971764;31;3;31
1643.0263741107062;354.91580243653794;31;4;31
1371.5987226644766;408.43224362263135;31;5;31
2197.507481250471;-805.8294030252284;31;6;31
1202.4156664180534;-146.56922450264688;31;7;31
1001.7585010832022;-927.239142535456;31;8;31
1151.0272769377837;-427.63847869674584;31;9;31
1682.4247146821117;341.6838316919079;31;10;31
-663.2709211244187;1652.62970081146;32;1;32
-383.48384298047955;851.8721140831431;32;2;32
-141.0960576101196;1152.0453401705793;32;3;32
-1352.581450208881;1032.7546641557512;32;4;32
-248.71328063422834;1535.9212943000418;32;5;32
-805.5115794729995;1916.1536544444998;32;6;32
-258.18882962991006;771.3643178150851;32;7;32
-857.5779014417385;687.3135908991434;32;8;32
-771.6289101234443;1145.3936803879685;32;9;32
-735.6958975471864;1063.9348418178959;32;10;32
1890.9185783866708;-865.1357291910912;33;1;33
2100.934238522236;-190.78809593162623;33;2;33
1940.3425644405752;-255.68849184342514;33;3;33
2531.149970930146;-31.731147195525317;33;4;33
1316.1011407749959;-686.7828985684949;33;5;33
6383.0143118266715;-1327.1502061224146;33;6;33
1255.1434130588495;-896.6281756965968;33;7;33
1432.9516651370254;-326.79306198223435;33;8;33
1202.5493766109253;-1899.1972946185317;33;9;33
2034.3217190703583;-166.2819301247113;33;10;33
2194.5194347948323;217.07887649853208;34;1;34
2969.7632887250393;245.87976165532848;34;2;34
2104.442925210408;235.75947351575604;34;3;34
2458.7418920977457;-273.4284826876932;34;4;34
2615.5502647355097;-29.024679650574434;34;5;34
2019.2980127872277;221.7317564144373;34;6;34
2771.0734608528846;-10.456178279069809;34;7;34
2058.1456953216757;196.00109031078415;34;8;34
2014.831785383979;206.09856042923874;34;9;34
2086.377678144477;174.36591458738098;34;10;34
2131.965776072389;-237.69532129872158;35;1;35
1427.0815170072133;147.58947674966024;35;2;35
1150.8573200070482;-817.1462912716854;35;3;35
1897.4782077530967;222.40721679394335;35;4;35
-433.21822400974673;-1842.3365016379441;35;5;35
97.6096997587448;173.86437411678008;35;6;35
215.62121085379974;490.6267161750056;35;7;35
99.85461135142306;-122.37785213261553;35;8;35
-422.8133366809618;-1866.0660657163571;35;9;35
-268.7360339746134;-1630.4780838893214;35;10;35
-2020.3955372019652;-159.04253649057125;36;1;36
-494.4735806818161;-1178.4235942000867;36;2;36
-422.5494798693419;-1588.541772985833;36;3;36
-587.8621741669339;-1413.4212083951477;36;4;36
-1933.5687366353918;-267.15754227393023;36;5;36
-500.7853828493034;-1597.179361479997;36;6;36
-495.58367837241366;-1489.2822572313821;36;7;36
-528.7528181025519;-899.8778603743233;36;8;36
-894.0832603232902;-438.353621480554;36;9;36
-917.528829076232;-750.8879156354529;36;10;36
933.3344620187135;-722.6385773591896;37;1;37
1744.7504877459155;297.8681903973714;37;2;37
951.5543119098993;-771.5875261999373;37;3;37
1752.9110904282788;287.6248268512612;37;4;37
1770.8246333081265;435.01324674876463;37;5;37
1710.6251904093272;250.5516952649244;37;6;37
1191.2329783308458;-363.9619682998882;37;7;37
2106.5828989724046;242.98682984227463;37;8;37
650.17261878595;-733.7834492233623;37;9;37
1571.6112816060588;-892.0178032301255;37;10;37
-674.241741338835;-1736.5928047830182;38;1;38
280.5886588733575;466.84849846609313;38;2;38
285.59361493645264;624.0152934686232;38;3;38
-545.5585284355983;336.37917247544704;38;4;38
455.4322584967413;411.62352768829066;38;5;38
-433.18415736313733;-440.9670698800492;38;6;38
101.40705388507868;493.7864048419933;38;7;38
-122.31304368599211;846.2150621493255;38;8;38
-616.8061718492827;-1286.126538043421;38;9;38
257.6595740803531;-33.865000877060254;38;10;38
1996.7002881746512;-9.810754181560567;39;1;39
2474.047407714644;351.5974698864998;39;2;39
2117.239018647041;-1324.7441316889228;39;3;39
2254.5799200090714;-989.1500114815864;39;4;39
2239.3710220215203;25.936048314370403;39;5;39
2266.8206858088643;-492.91915452846536;39;6;39
2223.49274467467;239.78910283758313;39;7;39
2152.8727691042677;225.31357974348506;39;8;39
2195.1335501269405;26.1390460592742;39;9;39
2186.5125174748027;-706.8279702302888;39;10;39
329.5134148880522;409.4491130670343;40;1;40
-1236.9580337815494;-728.1619769773257;40;2;40
-982.015080747349;-290.59840532997583;40;3;40
-203.83834136870996;-891.2539800704052;40;4;40
-2176.0229300664096;-536.1256951423962;40;5;40
310.92899240000804;189.88721375063946;40;6;40
-1796.8753334902406;-1466.3110509819105;40;7;40
886.1210827140593;383.84057010062014;40;8;40
-1507.1238321572355;-2002.703598309455;40;9;40
-310.02090922197164;-800.6019116212104;40;10;40
