dim1;dim2;people;pose;class
-3.51916081988944;1.316993887369249;12;8;12
-3.565829254746499;0.8152587788171637;12;9;12
-3.90250068322453;0.3295382020857131;12;10;12
3.903510084053067;-1.7001602757654164;13;1;13
3.9651783810086014;-1.466942968975957;13;2;13
-0.3111642124644508;-4.942743314618685;13;3;13
-0.3829766516422956;-4.416780225228786;13;4;13
2.019274521241348;-4.917109132132302;13;5;13
5.534092162773537;-6.960763959426062;13;6;13
-4.005458778973295;-7.140459340922889;13;7;13
-3.6145446720457497;-6.638326694666224;13;8;13
2.6835141841087884;-5.190168657637688;13;9;13
1.7298801633315346;-4.854485975902086;13;10;13
8.733005434825685;0.7250954019385715;14;1;14
9.948615777489605;2.4994190852772262;14;2;14
9.331915794229198;2.5363701508555474;14;3;14
8.894556283464365;0.6774943989210213;14;4;14
8.775214180999363;0.6115198662054112;14;5;14
8.89440104916995;2.5455613300071156;14;6;14
8.110720954848974;0.301650385797527;14;7;14
10.05547535438805;1.517667956694473;14;8;14
9.028421456839162;2.848451797409487;14;9;14
9.551375756304664;1.795979575913332;14;10;14
-9.85616274311727;-3.95640081713427;15;1;15
2.781626055335476;-3.5248243217562747;15;2;15
-9.895589233278509;-4.269182771864122;15;3;15
-10.118013661650116;-4.6929183140851976;15;4;15
3.0717869582961006;-3.2978195315848176;15;5;15
-10.117984382298534;-4.301996548183927;15;6;15
3.5966307160904343;-3.1492600760367933;15;7;15
-8.922597350378853;-3.2170633573716994;15;8;15
3.435943507431664;-3.1598763249177595;15;9;15
3.042733662023644;-2.7977169495109853;15;10;15
7.118564978399323;-13.11576587017416;16;1;16
2.8229948607326163;-13.608644299604673;16;2;16
2.877623734114846;-13.219591435302748;16;3;16
-8.014434566170152;-14.213359740890056;16;4;16
-8.027357713276695;-14.2091466850347;16;5;16
7.099058725676444;-13.128608197672119;16;6;16
5.767112524925309;-10.072506964061047;16;7;16
3.4738062266988567;-14.65310772288346;16;8;16
1.6152176400380478;-13.997573472750174;16;9;16
2.89085432137179;-13.232230569297638;16;10;16
-6.397837399037781;-0.8015364342086309;17;1;17
-6.394057987419978;-0.7043998580072047;17;2;17
-0.45375344569263115;4.795630189537341;17;3;17
-0.40092255841132973;4.814961972409691;17;4;17
-6.39432266368856;-0.975711543351079;17;5;17
-7.73243602785241;-8.476071747769794;17;6;17
-7.4710999721673534;-8.549872927466476;17;7;17
-6.235741956433994;-1.5644868363494329;17;8;17
-8.093474408111682;-8.248456889150793;17;9;17
-7.602866495782733;-8.917115446106553;17;10;17
3.387677247075923;-9.670718270958519;18;1;18
3.1354041364121157;-8.895746307112166;18;2;18
0.5615499099562836;-8.628066898423997;18;3;18
3.284480989589131;-8.53307857504785;18;4;18
1.6544130235746068;-8.755500249167909;18;5;18
0.5397223861861963;-9.485663266020623;18;6;18
2.7234769748004175;-10.324190811490922;18;7;18
1.1438193021675507;-8.755415383029765;18;8;18
2.103460092645898;-10.00593193153527;18;9;18
0.23296056211814337;-9.394321170518992;18;10;18
-15.067546629064502;-0.9145730016603462;19;1;19
-15.064673515948614;-1.0233151956877462;19;2;19
-15.035097080593026;-1.474907583562652;19;3;19
-14.349097801518557;-10.183267710383207;19;4;19
-14.561373392986711;-10.036122443401409;19;5;19
-15.168355917437781;-1.7468202709882235;19;6;19
-13.79024440316175;-10.213191542253195;19;7;19
-13.96456919590915;-9.658446831967362;19;8;19
-13.997161239955224;-9.534266659634417;19;9;19
-15.000725547172184;-2.0371588817144466;19;10;19
8.550497091227232;6.770399312114522;20;1;20
8.661904594483632;6.842282990410741;20;2;20
9.162834536072648;7.225868144989504;20;3;20
12.162264051416722;6.159832544595075;20;4;20
11.671615671910082;-12.76348729024718;20;5;20
12.18248940534124;6.157846209534933;20;6;20
11.627564753167524;-12.784982083128018;20;7;20
12.072570148639885;-12.995316556456213;20;8;20
11.67228601802793;-12.872691610702871;20;9;20
9.328898416913484;7.359265800282601;20;10;20
2.406156771812742;11.58597091083744;21;1;21
1.9285634187445408;12.656324984132633;21;2;21
2.0417372275461463;12.742511896138074;21;3;21
5.547991863609921;8.642792261969726;21;4;21
5.435435496698425;7.914334516855195;21;5;21
5.41955282576772;7.689132442285392;21;6;21
-0.1265225364762141;12.823470741522948;21;7;21
0.09398318820466979;13.28658703627748;21;8;21
5.742832914651294;8.138302539302162;21;9;21
0.016750787934123858;12.868086174438313;21;10;21
-1.562258628993769;23.69224437474623;22;1;22
-1.8434903937430098;23.262081172434012;22;2;22
-2.327665945074766;23.51870833103357;22;3;22
-1.523665505735062;22.888212317501235;22;4;22
-3.1897717701830475;23.879097429463258;22;5;22
-0.37554879763552274;23.313678608836376;22;6;22
-2.7562798459614095;23.955596320192072;22;7;22
-3.35649745184545;23.052508501607733;22;8;22
-2.6332472107441944;22.677091258524587;22;9;22
-3.0070851080142167;22.86548997965357;22;10;22
1.0809448102800108;-7.120702741315812;23;1;23
4.236890155923341;-7.188232404711415;23;2;23
-0.0790347955423837;1.9131285828379414;23;3;23
-1.912445292977213;-3.5446915276136495;23;4;23
0.5471966221175639;1.9116687656839098;23;5;23
-1.829570887218344;-3.6025090400558812;23;6;23
-0.48539686686445505;1.6372363333229394;23;7;23
4.121736973664593;-7.090579348760228;23;8;23
-1.500916604287153;-5.586015000734682;23;9;23
-0.9835674662427605;-6.618384477658845;23;10;23
6.97382722398488;-15.535569782898692;24;1;24
6.967219790578521;-15.67858030883529;24;2;24
9.088487783622215;-19.22626718032057;24;3;24
8.742777464429773;-18.61323442932294;24;4;24
8.532957200263372;-14.754151897074678;24;5;24
6.787356567869752;-16.652147981080105;24;6;24
6.6396955350123354;-16.168839539501516;24;7;24
6.3979533993766395;-16.49700643796467;24;8;24
8.8686345373316;-18.70016071971681;24;9;24
8.908883858983359;-18.747945887626315;24;10;24
3.430768580293175;0.27617014324246375;25;1;25
2.6956832577231062;1.7069422242747008;25;2;25
3.4101610130723388;0.16847041583198244;25;3;25
2.0387612124360537;-0.6930622979932104;25;4;25
1.7997426522505358;-1.1018556302844928;25;5;25
2.683925490395998;1.2033526965243706;25;6;25
3.31101022699715;-0.07610100139526668;25;7;25
-1.2468671563123384;-4.190243569999325;25;8;25
2.5351090651308836;0.7405354450128304;25;9;25
3.454588976036149;0.7859338680498962;25;10;25
-2.2841550763751264;3.9747669918568773;26;1;26
-2.4672218232824417;3.883157567462436;26;2;26
-0.4031193603595348;3.3093668604020032;26;3;26
1.1893985097286195;4.12360000141549;26;4;26
1.275744497073724;4.076575213545977;26;5;26
-3.4869258910651517;4.005431457816359;26;6;26
0.8153491674902709;-7.007204791410253;26;7;26
1.0182336555830283;3.45346149830853;26;8;26
-1.9652697090517082;3.54393291477674;26;9;26
1.7321810151927195;2.4307706225317576;26;10;26
11.920771894221973;-0.08353733107432883;27;1;27
11.49453794499513;-1.6795110297079032;27;2;27
12.079913059846795;-1.004530493778345;27;3;27
11.721989302895928;-0.8260058505779599;27;4;27
13.021930311749099;-0.8644256663151864;27;5;27
12.164503987174351;-2.1282944608792147;27;6;27
11.172100385384951;-1.0829654669336954;27;7;27
12.234476225305452;-0.2778473336755123;27;8;27
11.656073230832504;-2.351503316063488;27;9;27
12.254678663320577;-0.4482123923568917;27;10;27
-8.706271981308625;3.120263694069717;28;1;28
-10.440014763977647;5.66660889920988;28;2;28
-9.650640145290557;2.364219453386968;28;3;28
-10.71523920433687;3.872111757956706;28;4;28
-10.461480396458295;5.193611933549866;28;5;28
-8.686103561919124;3.125894120229954;28;6;28
-10.37299264630472;5.159407335487841;28;7;28
-8.168410387743712;3.3567826568399277;28;8;28
-10.07436566418384;5.764793238479678;28;9;28
-9.841687401432837;2.135712777183275;28;10;28
0.0782324792230343;19.621156689956507;29;1;29
-0.5796076734967603;19.6678117098181;29;2;29
0.9625267755203066;20.118921173617345;29;3;29
1.4594438305708617;16.124994920872098;29;4;29
0.7250068211685952;15.292850441707355;29;5;29
1.1195544751638218;15.480063309825088;29;6;29
1.3408478289231591;15.70494708768612;29;7;29
0.0787594031736015;14.534577172806587;29;8;29
0.932812228982346;20.431048866295246;29;9;29
0.045406919813637966;19.512329967961175;29;10;29
3.518217028706655;7.891208695626324;30;1;30
3.792644635661957;9.73079190800289;30;2;30
3.7985185622378754;7.560228650608283;30;3;30
3.630367977235685;10.77843002728231;30;4;30
3.4913299652137244;10.931488283728147;30;5;30
2.8893217600061023;8.739325689686735;30;6;30
3.1059847813028334;10.234202084783618;30;7;30
3.595767831822816;10.417522678242042;30;8;30
2.3902602686338636;9.011016768559132;30;9;30
3.220093518062732;8.58075241000519;30;10;30
-0.12466879979883809;10.316658134379125;31;1;31
-8.91350401748985;13.418368060466978;31;2;31
-9.018307278259181;12.977495549407566;31;3;31
-8.895458154281487;12.957024838718521;31;4;31
-9.202151892160638;12.939638898472424;31;5;31
0.3935057045282728;10.188206181772795;31;6;31
1.3756816544933257;10.422044423636336;31;7;31
-0.23689512803726281;10.309330455535545;31;8;31
0.8447347707142185;10.191355876072095;31;9;31
-9.038435715605074;13.57384765876552;31;10;31
-12.646816590944526;-7.017224153635448;32;1;32
-14.87038378466277;-5.344231030358879;32;2;32
-14.80944388612583;-5.016215923443509;32;3;32
-13.928436361558736;-7.309408409882903;32;4;32
-14.605490648998673;-4.7959151594704;32;5;32
-12.768139882658238;-7.043139440044408;32;6;32
-11.525854125672241;-6.531867930028328;32;7;32
-14.843165742860096;-6.713928008238696;32;8;32
-14.632043921749554;-6.855213615044864;32;9;32
-14.181919706608962;-6.735341977063708;32;10;32
3.0776928683021323;19.275762897997623;33;1;33
3.7671295671964833;20.094700316153045;33;2;33
3.718800060336833;19.668720895796167;33;3;33
4.393376605847536;19.834532406284904;33;4;33
4.3887159732246674;18.065155641361116;33;5;33
3.592569878975273;17.332557462753133;33;6;33
4.189104363214677;18.147855151283263;33;7;33
4.7071764026614025;18.750746540840044;33;8;33
4.023402115683171;17.769632428780984;33;9;33
3.9315903429287458;19.927288870612884;33;10;33
-5.475824842393755;20.740655715058654;34;1;34
-5.247747905303321;20.771149501493184;34;2;34
-6.041859191475184;19.92021108110854;34;3;34
-5.894028393053124;22.202139153016297;34;4;34
-6.25072254566028;22.140857319652323;34;5;34
-5.759919434323719;20.37034498103048;34;6;34
-6.295723421205802;22.15525955393164;34;7;34
-5.75470489637212;19.454615857005923;34;8;34
-5.869314099351351;19.479102994111834;34;9;34
-5.317642126646605;19.424988438413408;34;10;34
6.705925410829004;11.564201478700229;35;1;35
6.751005520619113;11.53670406436556;35;2;35
2.636752844639696;13.165620956754182;35;3;35
7.267678917280804;11.135949362923824;35;4;35
-6.220229455335615;-6.177659519303294;35;5;35
8.823362890468509;10.443305676853877;35;6;35
8.89635146229136;10.420414963635745;35;7;35
8.777041690387735;10.49870134296434;35;8;35
-6.260094699527576;-6.1957769488777545;35;9;35
-6.014344357897608;-5.4342400562058035;35;10;35
-11.38164291212906;-15.730104281866218;36;1;36
5.039158208053091;-18.044577592277992;36;2;36
3.24310253150335;-18.51179626236886;36;3;36
3.0336655363677703;-18.555066118702477;36;4;36
-11.410491740017251;-15.696779274507916;36;5;36
5.055991686246637;-18.10030689740334;36;6;36
5.357990235231184;-17.812256747408163;36;7;36
3.3285767229549577;-17.961182713309498;36;8;36
3.1096001020346398;-17.17769250847919;36;9;36
2.5032795223193594;-18.0056896546362;36;10;36
9.09588008126924;15.21568261600729;37;1;37
-4.313695493267725;14.727356819679407;37;2;37
9.188226203255587;15.01600472060299;37;3;37
-4.280826785221888;14.879431089300343;37;4;37
-4.32135762040118;14.799859174423064;37;5;37
-3.962664517423952;14.779163154148055;37;6;37
8.806014192476415;15.76548108478626;37;7;37
-3.9920520194304387;15.422491751401216;37;8;37
9.18323059673345;14.962954654930941;37;9;37
8.740193767565655;15.908065118873665;37;10;37
-2.5217965920775067;-7.4342682117127925;38;1;38
4.575608029749924;3.559984261982676;38;2;38
4.820623535232753;3.1901656625768755;38;3;38
5.5128800941426395;1.706044518897994;38;4;38
4.378342979226105;3.2800600112309457;38;5;38
0.20241793309089354;-0.744727924690143;38;6;38
5.001432930752826;2.794189919915002;38;7;38
5.468917349803148;2.163641517838439;38;8;38
-2.3932179517618732;-6.860524288862434;38;9;38
4.1116233148701955;3.1054778257100875;38;10;38
-1.5412677084542235;21.147418086912772;39;1;39
-2.4348780806466856;21.403730721188452;39;2;39
0.46363232488130385;21.776388060237956;39;3;39
-0.22459821056811374;21.83759623308022;39;4;39
-1.6433555970287155;20.257244989710706;39;5;39
-0.6389696308402729;21.503951113588283;39;6;39
-2.4962977342145733;20.614232937110593;39;7;39
-2.5425631391397707;20.52666529267636;39;8;39
-1.5727415206362791;20.55722903350459;39;9;39
-0.4791951035645696;21.343158191301026;39;10;39
3.526634844901397;6.247817860021582;40;1;40
-2.2604029839985356;-9.137121456925408;40;2;40
-1.8343016322332375;-9.206032200860204;40;3;40
-0.5466458009272502;-3.1457661005222093;40;4;40
-2.441247355887176;-9.229982193975165;40;5;40
2.629769049724035;6.377279682513571;40;6;40
-4.842185068549578;-8.269243543544984;40;7;40
3.4724165447179085;6.291400416410434;40;8;40
-5.13038178569054;-8.349631191434595;40;9;40
-0.5683505799031695;-3.0802728855598382;40;10;40
